,volume_fraction_al2o3,volume_fraction_zro2,chord_length_mean_al2o3,chord_length_mean_zro2,chord_length_variance_al2o3,chord_length_variance_zro2,interface_al2o3_al2o3,interface_al2o3_zro2,interface_zro2_zro2,thermal_conductivity_composite,thermal_conductivity_al2o3,thermal_conductivity_zro2,temperature,data_source_Al2O3,rve,tcc,RVE_scaling_factor
rve_123/sim_0/results__thermal_conductivity.json,0.14085,0.85915,6.8674e-06,1.281e-05,4.2426e-06,6.341899999999999e-06,0.080686,0.3144,0.60492,4.58339173,33.525106813241564,2.9587838342665,25,Jahm,rve_123,377000000.0,2.3e-06
rve_125/sim_0/results__thermal_conductivity.json,0.18291,0.81709,1.7139e-05,1.2882e-05,8.1977e-06,6.1668e-06,0.0024712,0.28336,0.71417,4.77887943,33.525106813241564,2.9587838342665,25,Jahm,rve_125,377000000.0,2.3e-06
rve_126/sim_0/results__thermal_conductivity.json,0.67846,0.32154,1.2986e-05,8.6055e-06,6.277799999999999e-06,4.4871e-06,0.35823,0.44904,0.19274,16.8147305,33.525106813241564,2.9587838342665,25,Jahm,rve_126,377000000.0,2.3e-06
rve_127/sim_0/results__thermal_conductivity.json,0.58894,0.41106,2.9024999999999997e-05,8.3926e-06,1.2587e-05,4.7954e-06,0.10182,0.38087,0.51731,12.9715273,33.525106813241564,2.9587838342665,25,Jahm,rve_127,377000000.0,2.3e-06
rve_128/sim_0/results__thermal_conductivity.json,0.034176,0.96582,7.3144e-06,1.1089999999999999e-05,4.4355e-06,5.439e-06,0.0013304,0.098891,0.89978,3.25336619,33.525106813241564,2.9587838342665,25,Jahm,rve_128,377000000.0,2.3e-06
rve_129/sim_0/results__thermal_conductivity.json,0.38326,0.61674,1.193e-05,1.2199e-05,5.6283e-06,5.645299999999999e-06,0.16339,0.45177,0.38484,8.43007843,33.525106813241564,2.9587838342665,25,Jahm,rve_129,377000000.0,2.3e-06
rve_130/sim_0/results__thermal_conductivity.json,0.73614,0.26386,1.1057e-05,1.1651999999999998e-05,5.142e-06,5.572799999999999e-06,0.54778,0.3927,0.059521,19.5257262,33.525106813241564,2.9587838342665,25,Jahm,rve_130,377000000.0,2.3e-06
rve_131/sim_0/results__thermal_conductivity.json,0.48161,0.51839,8.986299999999999e-06,1.7023e-05,4.797799999999999e-06,7.8753e-06,0.40412,0.46634,0.12954,11.8269182,33.525106813241564,2.9587838342665,25,Jahm,rve_131,377000000.0,2.3e-06
rve_133/sim_0/results__thermal_conductivity.json,0.35431,0.64569,2.0396e-05,1.3452e-05,9.0126e-06,6.690299999999999e-06,0.069116,0.39477,0.53611,7.72878992,33.525106813241564,2.9587838342665,25,Jahm,rve_133,377000000.0,2.3e-06
rve_134/sim_0/results__thermal_conductivity.json,0.62412,0.37588,1.2590999999999999e-05,1.4096999999999999e-05,5.9531e-06,6.6333e-06,0.41954,0.4617,0.11876,15.9326562,33.525106813241564,2.9587838342665,25,Jahm,rve_134,377000000.0,2.3e-06
rve_135/sim_0/results__thermal_conductivity.json,0.72238,0.27762,2.1882e-05,8.048500000000001e-06,9.9764e-06,4.9268e-06,0.26313,0.45444,0.28244,19.1152372,33.525106813241564,2.9587838342665,25,Jahm,rve_135,377000000.0,2.3e-06
rve_136/sim_0/results__thermal_conductivity.json,0.73426,0.26574,1.1589999999999999e-05,1.8903e-05,5.7348e-06,7.9328e-06,0.65572,0.32536,0.018922,20.1712649,33.525106813241564,2.9587838342665,25,Jahm,rve_136,377000000.0,2.3e-06
rve_137/sim_0/results__thermal_conductivity.json,0.38324,0.61676,7.5052e-06,2.2132e-05,4.3832e-06,1.0759999999999999e-05,0.45251,0.39125,0.15624,9.63034536,33.525106813241564,2.9587838342665,25,Jahm,rve_137,377000000.0,2.3e-06
rve_138/sim_0/results__thermal_conductivity.json,0.78808,0.21192,1.0469e-05,1.9101e-05,5.157e-06,7.8098e-06,0.75212,0.23798,0.0098963,21.7925453,33.525106813241564,2.9587838342665,25,Jahm,rve_138,377000000.0,2.3e-06
rve_139/sim_0/results__thermal_conductivity.json,0.65241,0.34759,2.189e-05,8.278e-06,1.0212999999999999e-05,4.9184e-06,0.17182,0.48767,0.34052,16.0997081,33.525106813241564,2.9587838342665,25,Jahm,rve_139,377000000.0,2.3e-06
rve_140/sim_0/results__thermal_conductivity.json,0.32695,0.67305,2.1338e-05,1.1830999999999999e-05,9.5661e-06,5.961299999999999e-06,0.042523,0.33793,0.61954,7.19225266,33.525106813241564,2.9587838342665,25,Jahm,rve_140,377000000.0,2.3e-06
rve_141/sim_0/results__thermal_conductivity.json,0.40721,0.59279,8.932e-06,1.3975e-05,4.526699999999999e-06,6.5584e-06,0.27752,0.47919,0.24329,9.79090345,33.525106813241564,2.9587838342665,25,Jahm,rve_141,377000000.0,2.3e-06
rve_143/sim_0/results__thermal_conductivity.json,0.74297,0.25703,1.2441999999999999e-05,1.0884e-05,5.903699999999999e-06,5.4907e-06,0.52063,0.3956,0.083761,19.9611663,33.525106813241564,2.9587838342665,25,Jahm,rve_143,377000000.0,2.3e-06
rve_144/sim_0/results__thermal_conductivity.json,0.58096,0.41904,1.2420999999999998e-05,1.1224e-05,5.9376e-06,5.344e-06,0.30721,0.49782,0.19497,14.430977,33.525106813241564,2.9587838342665,25,Jahm,rve_144,377000000.0,2.3e-06
rve_145/sim_0/results__thermal_conductivity.json,0.17821,0.82179,6.124799999999999e-06,1.6140999999999997e-05,3.9986999999999995e-06,7.8346e-06,0.15248,0.42389,0.42363,5.30185262,33.525106813241564,2.9587838342665,25,Jahm,rve_145,377000000.0,2.3e-06
rve_146/sim_0/results__thermal_conductivity.json,0.36532,0.63468,8.0433e-06,1.637e-05,4.372e-06,7.7049e-06,0.32633,0.42964,0.24403,9.09022534,33.525106813241564,2.9587838342665,25,Jahm,rve_146,377000000.0,2.3e-06
rve_147/sim_0/results__thermal_conductivity.json,0.72951,0.27049,1.423e-05,1.6076e-05,7.1703e-06,7.6414e-06,0.54407,0.41888,0.037048,20.0708591,33.525106813241564,2.9587838342665,25,Jahm,rve_147,377000000.0,2.3e-06
rve_148/sim_0/results__thermal_conductivity.json,0.70666,0.29334,1.0265e-05,1.3881e-05,4.9114e-06,6.236799999999999e-06,0.58887,0.35188,0.059249,18.7186308,33.525106813241564,2.9587838342665,25,Jahm,rve_148,377000000.0,2.3e-06
rve_149/sim_0/results__thermal_conductivity.json,0.54561,0.45439,1.0382e-05,3.0042999999999997e-05,5.959399999999999e-06,1.3226999999999999e-05,0.59856,0.35884,0.042604,14.5157855,33.525106813241564,2.9587838342665,25,Jahm,rve_149,377000000.0,2.3e-06
rve_150/sim_0/results__thermal_conductivity.json,0.27622,0.72378,1.6431e-05,1.2491e-05,7.5281e-06,6.1428e-06,0.06585,0.31673,0.61741,6.48413789,33.525106813241564,2.9587838342665,25,Jahm,rve_150,377000000.0,2.3e-06
rve_151/sim_0/results__thermal_conductivity.json,0.69756,0.30244,1.8115999999999997e-05,9.1657e-06,8.470999999999999e-06,5.2075e-06,0.266,0.54452,0.18947,18.1883147,33.525106813241564,2.9587838342665,25,Jahm,rve_151,377000000.0,2.3e-06
rve_152/sim_0/results__thermal_conductivity.json,0.44122,0.55878,2.1509e-05,1.0743e-05,9.9446e-06,5.8327999999999994e-06,0.10432,0.35614,0.53954,9.22117657,33.525106813241564,2.9587838342665,25,Jahm,rve_152,377000000.0,2.3e-06
rve_153/sim_0/results__thermal_conductivity.json,0.27837,0.72163,3.3285e-05,1.0908e-05,1.3444e-05,5.6554e-06,,0.22441,0.77559,5.59408402,33.525106813241564,2.9587838342665,25,Jahm,rve_153,377000000.0,2.3e-06
rve_155/sim_0/results__thermal_conductivity.json,0.41226,0.58774,9.2348e-06,1.1903e-05,4.3411e-06,5.4752e-06,0.23778,0.47555,0.28667,9.80893438,33.525106813241564,2.9587838342665,25,Jahm,rve_155,377000000.0,2.3e-06
rve_156/sim_0/results__thermal_conductivity.json,0.43414,0.56586,7.9275e-06,2.0476e-05,4.5088e-06,8.9181e-06,0.41615,0.49642,0.087429,10.8166121,33.525106813241564,2.9587838342665,25,Jahm,rve_156,377000000.0,2.3e-06
rve_162/sim_0/results__thermal_conductivity.json,0.38418,0.61582,9.043799999999998e-06,1.4369999999999998e-05,4.4029e-06,6.5307e-06,0.24743,0.49726,0.25531,9.21936277,33.525106813241564,2.9587838342665,25,Jahm,rve_162,377000000.0,2.3e-06
rve_163/sim_0/results__thermal_conductivity.json,0.48193,0.51807,9.2047e-06,1.3537000000000001e-05,4.6289e-06,6.403299999999999e-06,0.35039,0.45522,0.19439,11.778937,33.525106813241564,2.9587838342665,25,Jahm,rve_163,377000000.0,2.3e-06
rve_165/sim_0/results__thermal_conductivity.json,0.44024,0.55976,9.908699999999999e-06,1.584e-05,5.0157999999999995e-06,7.3229e-06,0.29957,0.51289,0.18755,10.8490782,33.525106813241564,2.9587838342665,25,Jahm,rve_165,377000000.0,2.3e-06
rve_166/sim_0/results__thermal_conductivity.json,0.75739,0.24261,1.4998e-05,9.632300000000001e-06,7.2312e-06,4.9481999999999995e-06,0.45862,0.41483,0.12654,19.957935,33.525106813241564,2.9587838342665,25,Jahm,rve_166,377000000.0,2.3e-06
rve_167/sim_0/results__thermal_conductivity.json,0.51474,0.48526,1.5034e-05,1.2258999999999999e-05,6.9751e-06,5.8943000000000005e-06,0.23478,0.45688,0.30835,12.4593426,33.525106813241564,2.9587838342665,25,Jahm,rve_167,377000000.0,2.3e-06
rve_168/sim_0/results__thermal_conductivity.json,0.70762,0.29238,3.522e-05,8.5406e-06,1.5309e-05,5.4033e-06,0.074794,0.58714,0.33807,16.8257088,33.525106813241564,2.9587838342665,25,Jahm,rve_168,377000000.0,2.3e-06
rve_169/sim_0/results__thermal_conductivity.json,0.52956,0.47044,1.1764e-05,2.3565999999999998e-05,6.1066e-06,1.0861e-05,0.47184,0.44368,0.084481,13.6054467,33.525106813241564,2.9587838342665,25,Jahm,rve_169,377000000.0,2.3e-06
rve_172/sim_0/results__thermal_conductivity.json,0.37294,0.62706,9.0054e-06,1.2362e-05,4.4781e-06,5.9994e-06,0.21678,0.46711,0.31611,8.54924068,33.525106813241564,2.9587838342665,25,Jahm,rve_172,377000000.0,2.3e-06
rve_174/sim_0/results__thermal_conductivity.json,0.37659,0.62341,8.5381e-06,1.64e-05,4.5554e-06,7.6024e-06,0.30317,0.46604,0.23079,9.4235875,33.525106813241564,2.9587838342665,25,Jahm,rve_174,377000000.0,2.3e-06
rve_175/sim_0/results__thermal_conductivity.json,0.65557,0.34443,1.4138999999999998e-05,8.327899999999999e-06,6.655199999999999e-06,4.338599999999999e-06,0.30016,0.45743,0.2424,16.6333229,33.525106813241564,2.9587838342665,25,Jahm,rve_175,377000000.0,2.3e-06
rve_176/sim_0/results__thermal_conductivity.json,0.10954,0.89046,6.9301e-06,1.4074999999999998e-05,4.2460000000000005e-06,6.886899999999999e-06,0.041967,0.31359,0.64444,4.13853727,33.525106813241564,2.9587838342665,25,Jahm,rve_176,377000000.0,2.3e-06
rve_177/sim_0/results__thermal_conductivity.json,0.39344,0.60656,8.907199999999998e-06,1.2236e-05,4.3503e-06,5.6813e-06,0.24691,0.45042,0.30267,9.21267895,33.525106813241564,2.9587838342665,25,Jahm,rve_177,377000000.0,2.3e-06
rve_178/sim_0/results__thermal_conductivity.json,0.69086,0.30914,1.1038e-05,1.3977e-05,5.3412e-06,6.924e-06,0.5491,0.38223,0.068667,17.9278421,33.525106813241564,2.9587838342665,25,Jahm,rve_178,377000000.0,2.3e-06
rve_179/sim_0/results__thermal_conductivity.json,0.44682,0.55318,1.1996999999999999e-05,1.5371999999999998e-05,5.6153e-06,6.871e-06,0.275,0.46833,0.25667,10.8013461,33.525106813241564,2.9587838342665,25,Jahm,rve_179,377000000.0,2.3e-06
rve_180/sim_0/results__thermal_conductivity.json,0.50014,0.49986,1.3809e-05,1.3921e-05,6.949e-06,6.8939e-06,0.23865,0.52638,0.23498,11.8044407,33.525106813241564,2.9587838342665,25,Jahm,rve_180,377000000.0,2.3e-06
rve_181/sim_0/results__thermal_conductivity.json,0.35985,0.64015,7.5751e-06,2.2094e-05,4.4979e-06,9.8849e-06,0.38539,0.47437,0.14024,9.04021703,33.525106813241564,2.9587838342665,25,Jahm,rve_181,377000000.0,2.3e-06
rve_182/sim_0/results__thermal_conductivity.json,0.67604,0.32396,1.3574999999999998e-05,9.7735e-06,6.6938999999999996e-06,4.9313e-06,0.35639,0.4881,0.15551,17.2699263,33.525106813241564,2.9587838342665,25,Jahm,rve_182,377000000.0,2.3e-06
rve_183/sim_0/results__thermal_conductivity.json,0.85535,0.14465,1.5108e-05,1.1201999999999999e-05,7.7321e-06,6.13e-06,0.68803,0.25344,0.058531,24.5472864,33.525106813241564,2.9587838342665,25,Jahm,rve_183,377000000.0,2.3e-06
rve_184/sim_0/results__thermal_conductivity.json,0.70599,0.29401,4.9256e-05,9.715699999999999e-06,1.4867e-05,6.634699999999999e-06,,0.52854,0.47146,19.9655067,33.525106813241564,2.9587838342665,25,Jahm,rve_184,377000000.0,2.3e-06
rve_188/sim_0/results__thermal_conductivity.json,0.29332,0.70668,1.3987999999999999e-05,1.308e-05,6.439e-06,6.237599999999999e-06,0.069452,0.42214,0.50841,6.86174948,33.525106813241564,2.9587838342665,25,Jahm,rve_188,377000000.0,2.3e-06
rve_190/sim_0/results__thermal_conductivity.json,0.69936,0.30064,1.6498e-05,7.0113e-06,7.838099999999999e-06,4.0031e-06,0.24929,0.49285,0.25786,17.7058665,33.525106813241564,2.9587838342665,25,Jahm,rve_190,377000000.0,2.3e-06
rve_191/sim_0/results__thermal_conductivity.json,0.32631,0.67369,1.1948e-05,1.3362999999999999e-05,5.8559e-06,6.4675e-06,0.11702,0.46702,0.41597,7.4519401,33.525106813241564,2.9587838342665,25,Jahm,rve_191,377000000.0,2.3e-06
rve_192/sim_0/results__thermal_conductivity.json,0.93485,0.065151,1.1601e-05,5.5952e-06,5.8113e-06,3.6978e-06,0.7694,0.20635,0.02425,26.6765711,33.525106813241564,2.9587838342665,25,Jahm,rve_192,377000000.0,2.3e-06
rve_193/sim_0/results__thermal_conductivity.json,0.98723,0.012772,1.1182e-05,4.832099999999999e-06,5.6809999999999995e-06,3.1867e-06,0.94139,0.058613,,29.0094785,33.525106813241564,2.9587838342665,25,Jahm,rve_193,377000000.0,2.3e-06
rve_194/sim_0/results__thermal_conductivity.json,0.75555,0.24445,1.1891e-05,8.8713e-06,5.7336e-06,4.6580999999999995e-06,0.4943,0.40742,0.09828,20.0391401,33.525106813241564,2.9587838342665,25,Jahm,rve_194,377000000.0,2.3e-06
rve_195/sim_0/results__thermal_conductivity.json,0.061089,0.93891,8.7865e-06,1.4402999999999999e-05,4.6627e-06,6.7457e-06,0.012972,0.16695,0.82008,3.5123233,33.525106813241564,2.9587838342665,25,Jahm,rve_195,377000000.0,2.3e-06
rve_196/sim_0/results__thermal_conductivity.json,0.45493,0.54507,8.2178e-06,2.4992e-05,4.9016e-06,1.1361e-05,0.53521,0.36349,0.10129,11.8786131,33.525106813241564,2.9587838342665,25,Jahm,rve_196,377000000.0,2.3e-06
rve_197/sim_0/results__thermal_conductivity.json,0.88583,0.11417,1.1615e-05,9.352299999999999e-06,5.3953e-06,4.6736000000000005e-06,0.73965,0.24655,0.013799,25.1177922,33.525106813241564,2.9587838342665,25,Jahm,rve_197,377000000.0,2.3e-06
rve_199/sim_0/results__thermal_conductivity.json,0.33462,0.66538,1.575e-05,1.2733999999999999e-05,7.1280999999999996e-06,5.9122e-06,0.10185,0.3731,0.52505,7.82427354,33.525106813241564,2.9587838342665,25,Jahm,rve_199,377000000.0,2.3e-06
rve_200/sim_0/results__thermal_conductivity.json,0.3938,0.6062,7.9383e-06,2.1193999999999997e-05,4.6909e-06,1.0067e-05,0.45752,0.35594,0.18654,9.92289433,33.525106813241564,2.9587838342665,25,Jahm,rve_200,377000000.0,2.3e-06
rve_201/sim_0/results__thermal_conductivity.json,0.33059,0.66941,1.0273999999999999e-05,2.0283e-05,5.7179e-06,9.3175e-06,0.24149,0.50172,0.25679,8.43361875,33.525106813241564,2.9587838342665,25,Jahm,rve_201,377000000.0,2.3e-06
rve_202/sim_0/results__thermal_conductivity.json,0.13498,0.86502,6.7994e-06,1.1849999999999998e-05,3.5992999999999996e-06,5.5788e-06,0.048882,0.32836,0.62275,4.35300894,33.525106813241564,2.9587838342665,25,Jahm,rve_202,377000000.0,2.3e-06
rve_203/sim_0/results__thermal_conductivity.json,0.89878,0.10122,1.0317999999999998e-05,2.3952e-05,5.0043e-06,9.3376e-06,0.90733,0.092671,,25.537034,33.525106813241564,2.9587838342665,25,Jahm,rve_203,377000000.0,2.3e-06
rve_204/sim_0/results__thermal_conductivity.json,0.87772,0.12228,1.4861e-05,1.2958999999999999e-05,7.0746e-06,6.1523e-06,0.74399,0.23522,0.02079,25.4311779,33.525106813241564,2.9587838342665,25,Jahm,rve_204,377000000.0,2.3e-06
rve_205/sim_0/results__thermal_conductivity.json,0.34778,0.65222,1.0918e-05,1.1134e-05,5.011e-06,5.2876e-06,0.10709,0.49179,0.40112,8.07242307,33.525106813241564,2.9587838342665,25,Jahm,rve_205,377000000.0,2.3e-06
rve_206/sim_0/results__thermal_conductivity.json,0.20514,0.79486,6.5271e-06,1.6411999999999998e-05,4.0236e-06,7.7265e-06,0.18535,0.41103,0.40363,5.46657763,33.525106813241564,2.9587838342665,25,Jahm,rve_206,377000000.0,2.3e-06
rve_207/sim_0/results__thermal_conductivity.json,0.31422,0.68578,1.1638999999999998e-05,1.5808e-05,6.2148e-06,7.498099999999999e-06,0.14257,0.47947,0.37796,7.26591747,33.525106813241564,2.9587838342665,25,Jahm,rve_207,377000000.0,2.3e-06
rve_208/sim_0/results__thermal_conductivity.json,0.48742,0.51258,3.0831e-05,9.113799999999999e-06,1.3385999999999999e-05,5.3230000000000005e-06,0.053612,0.3307,0.61569,10.0347627,33.525106813241564,2.9587838342665,25,Jahm,rve_208,377000000.0,2.3e-06
rve_209/sim_0/results__thermal_conductivity.json,0.055588,0.94441,6.764899999999999e-06,1.2135999999999999e-05,3.8757e-06,6.0589e-06,0.0089856,0.17309,0.81792,3.48303695,33.525106813241564,2.9587838342665,25,Jahm,rve_209,377000000.0,2.3e-06
rve_210/sim_0/results__thermal_conductivity.json,0.7069,0.2931,1.5836e-05,7.6012e-06,7.8068e-06,4.5493e-06,0.32035,0.43693,0.24271,17.975821,33.525106813241564,2.9587838342665,25,Jahm,rve_210,377000000.0,2.3e-06
rve_211/sim_0/results__thermal_conductivity.json,0.32237,0.67763,1.5192999999999998e-05,9.7773e-06,6.831299999999999e-06,4.729499999999999e-06,0.045618,0.37708,0.5773,7.2480972,33.525106813241564,2.9587838342665,25,Jahm,rve_211,377000000.0,2.3e-06
rve_212/sim_0/results__thermal_conductivity.json,0.011936,0.98806,6.072199999999999e-06,1.5996e-05,3.7698e-06,7.6903e-06,,0.061921,0.93808,3.05663957,33.525106813241564,2.9587838342665,25,Jahm,rve_212,377000000.0,2.3e-06
rve_213/sim_0/results__thermal_conductivity.json,0.49858,0.50142,1.3978999999999998e-05,1.1951e-05,6.373199999999999e-06,5.6704e-06,0.2194,0.48126,0.29934,11.7985571,33.525106813241564,2.9587838342665,25,Jahm,rve_213,377000000.0,2.3e-06
rve_214/sim_0/results__thermal_conductivity.json,0.22567,0.77433,8.1195e-06,1.1013999999999998e-05,4.3632e-06,5.461899999999999e-06,0.086325,0.39012,0.52355,5.62042712,33.525106813241564,2.9587838342665,25,Jahm,rve_214,377000000.0,2.3e-06
rve_215/sim_0/results__thermal_conductivity.json,0.6489,0.3511,1.9329e-05,8.841699999999999e-06,9.087999999999998e-06,5.2152e-06,0.25347,0.40922,0.33731,16.3334484,33.525106813241564,2.9587838342665,25,Jahm,rve_215,377000000.0,2.3e-06
rve_217/sim_0/results__thermal_conductivity.json,0.82047,0.17953,1.3795e-05,2.1655999999999997e-05,6.8289e-06,1.0032999999999999e-05,0.77184,0.21195,0.016211,23.5335027,33.525106813241564,2.9587838342665,25,Jahm,rve_217,377000000.0,2.3e-06
rve_219/sim_0/results__thermal_conductivity.json,0.6982,0.3018,9.5516e-06,1.5569e-05,4.7781e-06,6.5728e-06,0.61017,0.35835,0.031477,18.4082909,33.525106813241564,2.9587838342665,25,Jahm,rve_219,377000000.0,2.3e-06
rve_220/sim_0/results__thermal_conductivity.json,0.96239,0.037605,1.4391999999999999e-05,8.5023e-06,7.1622e-06,4.3627e-06,0.88699,0.10217,0.010845,28.6486051,33.525106813241564,2.9587838342665,25,Jahm,rve_220,377000000.0,2.3e-06
rve_221/sim_0/results__thermal_conductivity.json,0.21105,0.78895,9.8063e-06,1.5518e-05,5.3667e-06,7.5713e-06,0.10492,0.38256,0.51252,5.57579655,33.525106813241564,2.9587838342665,25,Jahm,rve_221,377000000.0,2.3e-06
rve_222/sim_0/results__thermal_conductivity.json,0.31403,0.68597,7.2335e-06,1.5901e-05,4.2362e-06,7.5323e-06,0.27984,0.44455,0.27561,7.98424609,33.525106813241564,2.9587838342665,25,Jahm,rve_222,377000000.0,2.3e-06
rve_223/sim_0/results__thermal_conductivity.json,0.32415,0.67585,1.2077e-05,1.7125e-05,6.179199999999999e-06,7.5782e-06,0.17858,0.45229,0.36913,8.24775133,33.525106813241564,2.9587838342665,25,Jahm,rve_223,377000000.0,2.3e-06
rve_224/sim_0/results__thermal_conductivity.json,0.48035,0.51965,1.1772999999999999e-05,1.0304e-05,5.4862999999999995e-06,4.8007e-06,0.19019,0.51148,0.29833,11.238047,33.525106813241564,2.9587838342665,25,Jahm,rve_224,377000000.0,2.3e-06
rve_225/sim_0/results__thermal_conductivity.json,0.36227,0.63773,1.0779999999999998e-05,1.0238e-05,5.088e-06,4.8505e-06,0.13176,0.44176,0.42648,8.22474115,33.525106813241564,2.9587838342665,25,Jahm,rve_225,377000000.0,2.3e-06
rve_227/sim_0/results__thermal_conductivity.json,0.79956,0.20044,1.7050999999999996e-05,6.7531e-06,8.2679e-06,4.455199999999999e-06,0.43047,0.36093,0.2086,21.6833143,33.525106813241564,2.9587838342665,25,Jahm,rve_227,377000000.0,2.3e-06
rve_229/sim_0/results__thermal_conductivity.json,0.24206,0.75794,7.6234e-06,1.8673e-05,4.4466e-06,8.703499999999999e-06,0.19054,0.49479,0.31466,6.38834278,33.525106813241564,2.9587838342665,25,Jahm,rve_229,377000000.0,2.3e-06
rve_230/sim_0/results__thermal_conductivity.json,0.45189,0.54811,1.2403e-05,1.2617e-05,5.6769e-06,5.9843e-06,0.20326,0.50484,0.2919,11.0538385,33.525106813241564,2.9587838342665,25,Jahm,rve_230,377000000.0,2.3e-06
rve_231/sim_0/results__thermal_conductivity.json,0.77792,0.22208,1.3715e-05,9.4443e-06,6.6762e-06,5.0667e-06,0.48276,0.44777,0.069473,21.0485477,33.525106813241564,2.9587838342665,25,Jahm,rve_231,377000000.0,2.3e-06
rve_232/sim_0/results__thermal_conductivity.json,0.56312,0.43688,9.3527e-06,1.3744e-05,4.6879e-06,6.314e-06,0.45157,0.40602,0.14241,13.822192,33.525106813241564,2.9587838342665,25,Jahm,rve_232,377000000.0,2.3e-06
rve_233/sim_0/results__thermal_conductivity.json,0.74195,0.25805,1.5882999999999997e-05,1.3996e-05,7.575599999999999e-06,6.6551e-06,0.49063,0.45472,0.054653,20.4684101,33.525106813241564,2.9587838342665,25,Jahm,rve_233,377000000.0,2.3e-06
rve_234/sim_0/results__thermal_conductivity.json,0.43951,0.56049,1.8007000000000002e-05,1.2808e-05,8.6834e-06,6.2534999999999995e-06,0.14354,0.42853,0.42793,10.2000615,33.525106813241564,2.9587838342665,25,Jahm,rve_234,377000000.0,2.3e-06
rve_235/sim_0/results__thermal_conductivity.json,0.34977,0.65023,8.7681e-06,1.3680999999999998e-05,4.498899999999999e-06,6.592e-06,0.20339,0.51139,0.28522,8.19697172,33.525106813241564,2.9587838342665,25,Jahm,rve_235,377000000.0,2.3e-06
rve_236/sim_0/results__thermal_conductivity.json,0.64762,0.35238,1.064e-05,2.0556999999999996e-05,5.3807e-06,8.767699999999999e-06,0.59979,0.36003,0.040177,17.2098265,33.525106813241564,2.9587838342665,25,Jahm,rve_236,377000000.0,2.3e-06
rve_237/sim_0/results__thermal_conductivity.json,0.75678,0.24322,1.0461999999999999e-05,2.4966999999999997e-05,5.3155e-06,1.0507e-05,0.77789,0.20674,0.015369,20.5371795,33.525106813241564,2.9587838342665,25,Jahm,rve_237,377000000.0,2.3e-06
rve_238/sim_0/results__thermal_conductivity.json,0.83745,0.16255,1.2367999999999999e-05,1.3212e-05,5.9945e-06,6.097299999999999e-06,0.70099,0.29087,0.0081363,23.7000461,33.525106813241564,2.9587838342665,25,Jahm,rve_238,377000000.0,2.3e-06
rve_239/sim_0/results__thermal_conductivity.json,0.56262,0.43738,1.6579999999999997e-05,1.2567999999999999e-05,8.1724e-06,6.5251e-06,0.25096,0.48417,0.26487,13.4811834,33.525106813241564,2.9587838342665,25,Jahm,rve_239,377000000.0,2.3e-06
rve_241/sim_0/results__thermal_conductivity.json,0.061867,0.93813,9.3556e-06,1.3810999999999999e-05,4.508499999999999e-06,6.4479e-06,0.013097,0.15334,0.83356,3.51198619,33.525106813241564,2.9587838342665,25,Jahm,rve_241,377000000.0,2.3e-06
rve_244/sim_0/results__thermal_conductivity.json,0.39073,0.60927,1.2493e-05,1.3551999999999998e-05,5.7407e-06,6.400199999999999e-06,0.18602,0.44836,0.36563,9.09499317,33.525106813241564,2.9587838342665,25,Jahm,rve_244,377000000.0,2.3e-06
rve_245/sim_0/results__thermal_conductivity.json,0.21582,0.78418,8.1721e-06,1.1638999999999998e-05,4.2748999999999995e-06,5.6081e-06,0.093079,0.37622,0.5307,5.72388328,33.525106813241564,2.9587838342665,25,Jahm,rve_245,377000000.0,2.3e-06
rve_246/sim_0/results__thermal_conductivity.json,0.82497,0.17503,1.321e-05,1.4998e-05,6.370099999999999e-06,6.721899999999999e-06,0.69942,0.28548,0.015097,23.3092437,33.525106813241564,2.9587838342665,25,Jahm,rve_246,377000000.0,2.3e-06
rve_247/sim_0/results__thermal_conductivity.json,0.19323,0.80677,2.2198e-05,1.2585e-05,1.0301999999999999e-05,6.1843e-06,0.012297,0.2152,0.7725,4.73966391,33.525106813241564,2.9587838342665,25,Jahm,rve_247,377000000.0,2.3e-06
rve_248/sim_0/results__thermal_conductivity.json,0.72098,0.27902,3.3891e-05,8.4268e-06,1.6303e-05,5.6291e-06,0.16748,0.44661,0.38591,18.2348429,33.525106813241564,2.9587838342665,25,Jahm,rve_248,377000000.0,2.3e-06
